Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
39.4,123.2,10.2,12.8,7.8,129.7,1,Bhuttan,+1
51.6,168.1,9.2,12.3,6.3,173.8,1,Bhuttan,+1
50.3,154.5,7.9,7.6,6.0,160.5,1,Bhuttan,+1
25.9,138.5,4.1,8.3,7.7,143.6,1,Bhuttan,+1
32.8,165.2,11.2,7.9,5.2,168.2,1,Assam,-1
38.9,145.6,10.8,8.6,7.6,149.8,1,Bhuttan,+1
23.0,141.4,7.8,7.5,7.8,146.8,1,Bhuttan,+1
50.2,165.6,9.9,8.8,5.1,167.5,0,Assam,-1
59.8,151.6,9.1,8.2,4.8,154.9,1,Assam,-1
33.5,139.3,10.1,10.0,7.9,145.5,1,Bhuttan,+1
45.1,157.0,14.0,8.1,4.3,159.8,0,Assam,-1
41.6,145.3,4.1,10.6,6.4,152.7,1,Bhuttan,+1
56.4,152.8,4.8,9.4,6.0,157.9,1,Bhuttan,+1
45.5,131.7,10.6,9.5,6.5,138.1,1,Bhuttan,+1
30.9,132.3,12.5,7.2,4.7,134.2,1,Assam,-1
56.3,185.0,14.6,7.9,4.8,188.6,1,Assam,-1
38.6,134.8,12.4,8.4,5.8,134.7,1,Assam,-1
42.3,149.4,8.0,7.3,6.5,151.5,1,Assam,-1
27.3,151.0,3.0,11.8,5.2,158.0,1,Bhuttan,+1
16.4,125.8,11.2,15.5,8.3,132.4,1,Bhuttan,+1
42.8,157.4,12.8,9.7,7.0,160.8,1,Bhuttan,+1
63.0,140.4,11.0,10.6,5.8,146.0,1,Bhuttan,+1
47.8,114.0,9.8,9.8,6.3,114.3,1,Assam,-1
36.2,137.8,6.7,11.2,8.5,144.8,1,Bhuttan,+1
41.9,136.3,13.9,12.5,7.3,140.6,0,Bhuttan,+1
64.7,181.7,11.6,7.9,4.3,183.5,1,Assam,-1
51.7,146.6,7.5,7.4,3.7,149.1,0,Assam,-1
42.4,137.2,9.6,10.3,6.9,143.1,1,Bhuttan,+1
44.2,130.3,12.2,11.5,7.2,136.8,1,Bhuttan,+1
35.7,151.8,12.1,11.4,6.0,158.9,1,Bhuttan,+1
69.0,113.5,13.2,6.1,5.7,114.6,1,Assam,-1
36.8,185.3,19.1,6.2,4.3,188.0,0,Assam,-1
57.2,127.4,14.8,6.8,6.3,131.0,0,Assam,-1
52.2,140.0,10.8,6.3,4.4,142.7,0,Assam,-1
61.7,128.4,12.0,8.7,5.7,131.0,0,Assam,-1
35.5,155.1,8.4,6.8,6.3,161.0,1,Bhuttan,+1
52.5,142.4,9.9,7.8,4.8,149.1,1,Bhuttan,+1
22.0,174.5,8.5,8.6,5.4,177.5,1,Assam,-1
35.8,149.5,13.0,7.3,5.0,152.0,1,Assam,-1
41.9,108.9,12.9,5.5,4.4,110.5,0,Assam,-1
41.1,146.5,13.2,8.1,4.4,149.5,0,Assam,-1
40.6,161.0,8.6,10.4,6.3,167.8,1,Bhuttan,+1
58.6,164.6,22.1,8.2,4.4,167.4,0,Assam,-1
62.1,150.5,14.6,11.8,7.8,155.3,1,Bhuttan,+1
26.9,156.4,7.4,10.7,7.6,160.8,0,Bhuttan,+1
47.1,160.7,14.5,12.0,3.8,162.6,1,Assam,-1
53.8,121.3,4.8,13.0,7.3,126.3,1,Bhuttan,+1
50.5,186.9,4.4,8.3,5.2,189.7,1,Assam,-1
50.9,127.4,14.4,6.1,4.8,130.3,1,Assam,-1
42.4,162.2,4.0,7.6,5.9,167.2,1,Bhuttan,+1
48.8,152.8,14.9,6.9,4.7,156.7,1,Assam,-1
61.5,170.9,10.8,9.0,6.9,176.7,1,Bhuttan,+1
32.3,142.7,16.7,9.4,4.5,142.9,1,Assam,-1
50.8,106.3,15.8,5.4,4.0,109.0,1,Assam,-1
38.9,121.8,17.1,10.3,4.1,124.6,1,Assam,-1
37.0,136.0,10.9,7.9,6.3,142.0,1,Bhuttan,+1
51.0,150.3,6.6,9.2,5.9,152.8,1,Assam,-1
16.0,114.3,12.9,8.0,4.0,116.4,0,Assam,-1
34.8,107.3,11.5,9.0,3.1,108.4,0,Assam,-1
42.8,117.2,13.0,6.6,5.8,119.1,0,Assam,-1
43.8,170.5,8.0,9.7,6.5,176.4,1,Bhuttan,+1
28.4,152.1,13.4,14.5,5.2,158.2,1,Bhuttan,+1
54.2,116.5,13.9,9.3,7.1,122.5,0,Bhuttan,+1
49.0,104.0,11.0,6.2,3.9,107.5,0,Assam,-1
44.0,174.3,14.0,6.8,5.9,176.9,0,Assam,-1
37.0,133.9,11.0,8.1,6.9,139.2,0,Bhuttan,+1
59.1,114.9,6.0,8.3,5.5,116.8,1,Assam,-1
50.4,137.0,4.2,10.1,7.4,143.7,1,Bhuttan,+1
58.9,141.5,7.9,10.2,7.1,150.3,0,Bhuttan,+1
66.8,186.1,12.2,8.2,5.3,187.0,1,Assam,-1
36.2,138.4,12.7,13.4,8.1,145.9,1,Bhuttan,+1
44.9,104.1,8.4,7.7,4.7,106.0,0,Assam,-1
27.2,192.5,16.9,6.3,5.8,196.0,1,Assam,-1
47.4,175.9,13.6,7.8,3.5,178.9,0,Assam,-1
55.1,150.6,15.0,9.2,7.0,156.8,1,Bhuttan,+1
46.4,144.4,17.3,6.1,5.5,147.7,1,Assam,-1
68.3,170.1,7.4,7.0,4.4,171.6,1,Assam,-1
24.8,154.4,12.1,9.3,4.4,157.3,0,Assam,-1
39.0,131.5,12.0,8.0,7.4,136.1,1,Bhuttan,+1
66.9,109.1,10.3,9.1,4.1,109.9,0,Assam,-1
43.9,106.8,9.0,8.6,5.1,108.9,1,Assam,-1
19.3,112.0,11.2,9.0,6.2,116.1,1,Bhuttan,+1
38.2,134.8,6.5,9.3,6.7,139.0,0,Bhuttan,+1
47.1,171.2,8.9,6.8,3.9,173.3,1,Assam,-1
66.5,101.1,17.8,5.7,4.1,102.4,1,Assam,-1
19.0,130.2,14.7,10.7,7.1,136.3,1,Bhuttan,+1
25.0,124.7,12.5,12.3,8.1,132.0,1,Bhuttan,+1
53.0,148.2,11.3,11.0,5.3,150.0,1,Assam,-1
40.0,135.1,9.6,9.4,7.8,141.7,1,Bhuttan,+1
41.8,146.6,15.0,7.3,5.7,149.6,1,Assam,-1
50.0,167.9,6.0,8.1,5.6,168.4,1,Assam,-1
29.8,101.3,10.5,6.6,7.3,101.8,0,Assam,-1
68.4,120.0,20.2,9.2,6.1,120.6,1,Assam,-1
44.6,124.2,8.9,10.9,7.3,129.7,1,Bhuttan,+1
45.1,129.5,15.0,9.5,8.7,133.5,1,Bhuttan,+1
40.1,157.5,15.7,8.3,7.1,163.8,1,Bhuttan,+1
50.5,130.8,9.2,9.5,5.8,132.4,1,Assam,-1
66.6,140.0,7.4,7.6,4.5,141.5,1,Assam,-1
38.0,121.4,6.8,8.9,7.1,127.9,1,Bhuttan,+1
31.8,111.9,14.1,11.1,3.6,112.4,0,Assam,-1
43.7,131.1,14.5,9.8,4.0,132.8,1,Assam,-1
39.6,209.2,11.7,7.3,5.6,213.0,0,Assam,-1
51.2,145.9,14.7,11.2,5.3,148.8,0,Assam,-1
26.3,115.3,10.5,8.9,6.1,114.8,0,Assam,-1
38.8,125.6,11.0,10.1,7.1,130.9,1,Bhuttan,+1
45.8,168.1,14.1,7.8,4.9,169.3,1,Assam,-1
55.2,146.4,8.7,11.3,6.9,153.5,1,Bhuttan,+1
44.8,125.7,11.6,12.0,6.7,130.7,1,Bhuttan,+1
75.2,141.0,11.7,9.4,3.8,144.1,0,Assam,-1
40.0,139.2,14.4,8.1,2.7,142.3,1,Assam,-1
61.7,122.8,9.7,7.1,5.5,125.6,1,Assam,-1
25.6,144.2,8.3,9.2,6.7,149.8,0,Bhuttan,+1
47.4,107.8,8.5,8.7,6.4,111.0,0,Assam,-1
45.9,147.4,9.7,8.8,5.5,149.5,1,Assam,-1
56.6,150.5,5.3,10.9,7.8,156.1,1,Bhuttan,+1
79.4,203.8,13.1,11.6,4.7,207.3,1,Assam,-1
40.5,173.2,12.1,8.6,4.7,176.0,1,Assam,-1
42.3,141.1,11.8,6.3,5.8,143.2,1,Assam,-1
60.1,182.4,9.7,6.6,7.0,184.8,1,Assam,-1
45.8,189.8,8.7,6.7,5.1,193.1,0,Assam,-1
33.2,152.8,14.0,5.6,6.9,159.8,1,Bhuttan,+1
39.9,129.3,13.5,9.0,4.8,130.8,0,Assam,-1
37.0,144.4,11.7,4.6,6.0,150.1,1,Bhuttan,+1
41.0,140.1,9.4,9.5,5.7,146.4,0,Bhuttan,+1
55.7,163.7,10.0,7.6,8.7,170.6,1,Bhuttan,+1
45.4,176.8,5.7,6.0,4.4,178.8,1,Assam,-1
39.8,137.2,8.4,7.3,5.4,142.6,1,Bhuttan,+1
46.2,114.7,17.0,5.7,5.6,116.5,1,Assam,-1
43.1,134.3,10.9,10.1,6.8,140.9,0,Bhuttan,+1
68.8,119.5,16.1,9.4,3.4,121.2,0,Assam,-1
52.5,130.9,8.6,11.8,7.7,137.5,1,Bhuttan,+1
50.2,177.2,12.7,6.7,5.7,179.2,1,Assam,-1
46.0,157.6,7.7,7.4,6.2,164.4,1,Bhuttan,+1
40.2,143.4,4.1,13.9,7.2,149.4,0,Bhuttan,+1
57.6,161.1,8.3,8.2,5.4,164.5,0,Assam,-1
38.4,160.3,8.1,10.9,7.3,166.5,1,Bhuttan,+1
42.8,148.5,14.0,8.4,5.9,150.2,0,Assam,-1
58.7,139.2,14.6,5.3,3.8,140.7,1,Assam,-1
36.3,156.9,17.5,10.3,5.9,161.6,1,Bhuttan,+1
45.1,156.1,12.4,9.8,7.3,162.9,1,Bhuttan,+1
44.0,147.4,12.6,8.4,5.1,151.0,1,Assam,-1
33.3,148.4,9.0,8.5,6.9,155.2,1,Bhuttan,+1
68.4,146.5,13.4,8.6,6.3,148.1,0,Assam,-1
37.5,115.1,6.7,10.6,6.9,119.8,1,Bhuttan,+1
50.0,124.4,13.4,8.3,7.4,130.7,0,Bhuttan,+1
51.0,162.6,8.5,7.7,5.2,168.3,1,Bhuttan,+1
35.0,200.5,17.4,8.0,6.7,203.6,1,Assam,-1
59.1,120.5,8.4,12.4,7.0,125.6,1,Bhuttan,+1
42.4,143.9,6.0,8.9,5.1,148.2,1,Bhuttan,+1
42.0,170.3,13.2,8.6,6.9,173.5,1,Assam,-1
37.2,126.2,10.6,9.6,5.0,128.2,1,Assam,-1
42.2,121.4,5.4,8.0,5.5,124.6,1,Assam,-1
46.3,109.9,18.5,6.5,5.1,112.2,1,Assam,-1
31.1,152.5,3.9,8.1,9.2,161.1,1,Bhuttan,+1
33.1,141.5,9.8,9.9,5.7,143.8,0,Assam,-1
27.3,122.6,8.8,6.6,5.2,128.4,1,Bhuttan,+1
46.3,116.6,14.4,11.3,5.0,119.0,1,Assam,-1
42.3,115.4,8.0,6.0,4.2,117.5,1,Assam,-1
45.5,144.6,9.1,10.2,8.3,150.1,1,Bhuttan,+1
61.2,126.0,12.9,8.1,5.7,127.8,0,Assam,-1
55.4,185.4,10.6,8.2,5.1,188.4,0,Assam,-1
29.2,145.6,10.5,9.4,8.8,151.3,1,Bhuttan,+1
61.7,150.2,17.0,7.1,5.5,152.7,0,Assam,-1
48.1,151.0,16.5,9.7,5.2,154.4,1,Assam,-1
50.0,141.8,11.9,7.9,4.6,143.2,1,Assam,-1
40.4,163.2,13.4,11.8,7.5,169.7,1,Bhuttan,+1
44.7,110.5,16.6,7.4,3.9,112.3,1,Assam,-1
45.8,140.1,15.1,13.0,8.7,145.7,0,Bhuttan,+1
33.9,120.9,10.4,10.6,6.1,127.3,1,Bhuttan,+1
43.1,198.9,13.0,4.8,6.1,201.2,0,Assam,-1
42.3,113.5,17.8,5.9,4.4,116.2,1,Assam,-1
47.2,141.6,11.8,13.1,7.6,145.8,1,Bhuttan,+1
31.7,143.3,13.7,9.4,5.7,149.9,1,Bhuttan,+1
49.9,120.3,16.4,6.4,5.4,120.6,0,Assam,-1
55.2,115.0,14.6,8.9,5.4,117.1,0,Assam,-1
32.7,121.1,12.8,7.1,7.0,127.0,1,Bhuttan,+1
58.6,149.2,12.2,7.0,6.6,151.9,1,Assam,-1
51.1,143.2,6.0,13.9,8.3,150.4,1,Bhuttan,+1
35.3,168.4,12.0,9.7,4.3,169.7,0,Assam,-1
44.7,135.9,12.1,12.6,7.8,143.8,1,Bhuttan,+1
69.2,148.1,11.9,8.5,4.8,150.1,1,Assam,-1
35.3,149.7,13.2,6.5,4.2,149.7,1,Assam,-1
46.6,135.4,11.8,12.0,4.5,137.9,1,Assam,-1
67.4,177.8,9.3,8.8,4.8,180.1,0,Assam,-1
54.5,124.3,10.5,9.5,5.5,129.9,0,Bhuttan,+1
52.2,119.6,12.5,4.6,6.2,121.9,1,Assam,-1
48.4,140.8,10.6,9.2,5.9,144.2,1,Assam,-1
24.7,147.2,3.0,10.9,5.9,153.2,1,Bhuttan,+1
43.9,126.5,14.1,6.8,3.5,128.9,1,Assam,-1
32.0,145.7,7.5,11.6,8.1,152.6,0,Bhuttan,+1
37.6,144.1,6.0,5.7,6.1,147.2,1,Assam,-1
64.1,146.1,13.9,6.1,7.0,152.6,1,Bhuttan,+1
58.9,145.9,16.3,5.4,6.4,151.2,1,Bhuttan,+1
44.9,137.3,7.8,6.9,4.3,138.9,0,Assam,-1
41.5,169.4,14.4,7.7,4.5,170.9,0,Assam,-1
42.4,188.5,14.7,9.2,6.4,191.5,1,Assam,-1
48.6,181.7,18.4,8.0,3.7,184.3,1,Assam,-1
41.1,151.5,13.8,10.4,7.2,157.3,1,Bhuttan,+1
22.5,187.5,16.3,7.7,4.5,190.4,0,Assam,-1
64.9,137.5,14.0,9.6,4.3,138.6,1,Assam,-1
37.9,140.7,11.6,10.2,6.5,146.3,1,Bhuttan,+1
47.7,138.1,13.9,6.7,4.0,139.7,0,Assam,-1
37.3,167.5,17.9,6.6,5.3,170.7,0,Assam,-1
56.2,144.5,13.9,9.1,6.3,150.9,1,Bhuttan,+1
42.3,120.7,12.7,8.4,4.9,123.3,0,Assam,-1
25.6,153.6,7.3,10.2,6.4,159.1,1,Bhuttan,+1
36.3,117.3,14.1,7.2,6.2,119.5,1,Assam,-1
41.4,136.7,8.8,10.2,6.6,142.4,0,Bhuttan,+1
49.5,130.5,14.8,8.1,6.1,133.2,1,Assam,-1
48.6,141.4,12.9,11.0,7.4,147.8,1,Bhuttan,+1
31.6,128.9,11.4,12.5,6.0,135.4,0,Bhuttan,+1
26.7,133.2,6.3,11.2,6.6,138.4,1,Bhuttan,+1
33.1,145.9,11.2,7.8,7.7,150.4,1,Bhuttan,+1
63.5,134.1,11.6,8.0,5.0,135.5,0,Assam,-1
51.5,144.8,14.9,7.8,5.2,147.1,1,Assam,-1
50.5,132.7,6.8,9.9,4.8,134.6,0,Assam,-1
43.4,143.9,13.9,4.0,8.4,148.7,0,Bhuttan,+1
32.9,146.7,7.7,8.3,5.7,151.8,1,Bhuttan,+1
44.7,177.6,9.2,7.5,5.1,180.7,1,Assam,-1
47.9,123.8,13.6,6.2,4.5,127.0,1,Assam,-1
38.9,168.6,11.4,7.0,4.2,171.5,1,Assam,-1
27.0,121.3,7.5,7.9,6.5,127.0,1,Bhuttan,+1
54.4,143.9,11.4,8.8,4.1,144.3,0,Assam,-1
44.1,147.4,9.7,8.2,6.4,154.6,1,Bhuttan,+1
48.6,171.6,13.6,9.8,5.5,173.0,0,Assam,-1
54.0,146.3,12.9,11.2,7.2,152.3,1,Bhuttan,+1
54.4,151.3,12.1,6.8,5.5,153.9,1,Assam,-1
46.9,136.8,7.8,9.5,7.2,141.9,1,Bhuttan,+1
34.2,116.3,5.2,7.1,8.2,120.8,0,Bhuttan,+1
41.4,146.9,9.5,9.4,5.2,148.7,0,Assam,-1
28.7,165.1,11.3,11.3,6.5,170.7,1,Bhuttan,+1
37.5,138.1,6.7,10.8,8.6,144.2,0,Bhuttan,+1
44.1,120.9,10.1,10.4,8.0,126.3,0,Bhuttan,+1
32.8,101.4,8.1,7.7,2.7,102.1,1,Assam,-1
40.3,143.5,5.7,11.1,6.6,148.6,0,Bhuttan,+1
38.1,133.5,21.0,9.4,6.9,140.0,0,Bhuttan,+1
48.4,150.0,7.2,12.9,5.8,155.7,1,Bhuttan,+1
37.3,147.3,16.3,7.7,5.3,147.6,1,Assam,-1
34.5,140.3,8.7,7.2,3.4,144.8,1,Assam,-1
23.3,141.3,15.1,9.3,6.6,147.2,1,Bhuttan,+1
36.3,120.2,14.4,11.7,5.1,126.1,1,Bhuttan,+1
32.9,166.4,12.4,9.6,5.2,168.1,0,Assam,-1
42.5,169.8,13.7,8.9,2.8,171.0,1,Assam,-1
67.4,189.8,4.2,5.4,5.2,192.8,1,Assam,-1
59.5,135.0,2.1,7.6,4.6,137.8,1,Assam,-1
41.9,105.2,11.3,9.0,3.1,107.9,0,Assam,-1
56.3,147.7,8.6,7.4,7.0,151.8,1,Bhuttan,+1
38.4,140.2,5.1,12.1,8.1,146.9,1,Bhuttan,+1
54.1,108.5,5.4,9.9,5.9,109.9,0,Assam,-1
21.3,195.6,13.9,8.4,4.6,199.2,0,Assam,-1
65.5,185.0,14.4,7.9,3.0,188.5,0,Assam,-1
37.4,174.2,15.9,6.2,4.3,177.0,1,Assam,-1
40.4,143.3,8.6,9.8,7.6,148.0,1,Bhuttan,+1
65.5,188.6,2.5,8.7,6.9,194.5,1,Bhuttan,+1
42.5,145.0,14.6,12.5,6.2,151.9,1,Bhuttan,+1
55.2,143.6,13.4,7.9,5.1,145.7,0,Assam,-1
46.4,122.5,9.4,8.4,4.6,126.2,1,Assam,-1
53.4,139.0,9.0,8.7,5.5,141.1,1,Assam,-1
33.9,132.9,11.8,8.1,7.3,137.4,1,Bhuttan,+1
65.1,149.8,6.8,6.3,5.3,151.3,1,Assam,-1
20.6,188.5,12.0,8.4,4.9,191.1,1,Assam,-1
57.3,140.5,10.3,11.7,6.7,145.9,1,Bhuttan,+1
52.1,134.5,9.3,12.2,7.7,141.2,0,Bhuttan,+1
44.5,155.4,13.4,8.6,4.2,158.2,1,Assam,-1
45.6,129.7,9.3,11.3,7.6,135.4,1,Bhuttan,+1
30.6,144.2,10.0,12.3,7.2,150.5,0,Bhuttan,+1
47.3,160.8,6.2,14.1,5.4,164.4,1,Bhuttan,+1
61.2,165.2,12.8,8.2,5.0,168.3,0,Assam,-1
58.4,133.2,6.1,9.5,6.2,138.0,1,Bhuttan,+1
50.5,130.5,9.6,6.6,5.7,132.7,1,Assam,-1
17.9,199.6,10.8,8.5,6.1,202.3,1,Assam,-1
60.4,116.1,7.7,8.4,7.0,117.1,0,Assam,-1
40.5,144.0,10.5,8.3,7.0,151.2,1,Bhuttan,+1
25.9,134.0,12.0,7.3,7.2,135.5,0,Assam,-1
41.0,159.4,4.6,11.0,7.0,165.9,0,Bhuttan,+1
38.1,150.7,12.4,6.8,4.2,153.1,1,Assam,-1
31.0,140.3,15.0,7.7,7.3,146.4,1,Bhuttan,+1
52.9,144.6,15.0,8.0,5.6,152.1,1,Bhuttan,+1
49.7,132.7,9.8,9.9,6.9,138.4,1,Bhuttan,+1
50.3,142.9,12.7,10.1,5.8,145.2,1,Assam,-1
44.6,137.4,11.2,9.5,4.2,139.3,1,Assam,-1
41.3,141.2,11.9,10.1,7.8,146.7,1,Bhuttan,+1
51.9,134.3,13.0,7.7,4.1,135.6,0,Assam,-1
54.0,116.1,14.9,8.0,4.6,116.1,1,Assam,-1
55.2,172.2,13.8,8.3,4.6,174.0,1,Assam,-1
43.3,139.3,11.2,8.4,5.1,139.7,0,Assam,-1
41.1,144.3,13.6,9.0,5.9,145.3,0,Assam,-1
28.7,94.7,10.1,8.1,6.8,96.7,1,Assam,-1
35.2,142.4,15.7,7.4,7.5,149.6,1,Bhuttan,+1
48.5,146.0,17.6,7.4,5.9,148.4,0,Assam,-1
36.6,112.7,14.3,7.7,6.7,116.7,1,Bhuttan,+1
34.9,144.1,10.0,8.3,7.2,150.6,1,Bhuttan,+1
53.9,118.5,10.4,8.0,5.1,119.9,1,Assam,-1
50.3,134.8,9.7,9.5,5.3,136.3,0,Assam,-1
63.6,128.5,15.1,4.8,3.9,131.4,1,Assam,-1
32.7,109.3,10.5,7.7,4.4,111.4,0,Assam,-1
69.5,155.0,13.3,9.1,6.8,158.6,1,Assam,-1
49.5,133.0,3.5,11.1,8.0,138.7,1,Bhuttan,+1
23.1,130.1,14.4,10.5,7.1,136.2,1,Bhuttan,+1
42.8,158.1,9.8,12.1,6.3,163.8,1,Bhuttan,+1
42.8,154.5,15.4,7.9,5.2,156.9,1,Assam,-1
46.9,175.8,12.9,10.4,6.5,179.3,1,Assam,-1
44.2,160.8,10.4,10.6,6.0,166.7,1,Bhuttan,+1
50.8,125.8,12.8,8.6,5.3,129.6,0,Assam,-1
32.5,137.1,10.7,7.8,5.5,143.9,1,Bhuttan,+1
33.8,105.1,16.2,5.7,6.0,107.5,1,Assam,-1
44.9,146.4,14.7,7.7,3.3,148.1,1,Assam,-1
60.5,166.7,13.6,8.3,7.3,172.5,0,Bhuttan,+1
43.8,128.2,6.0,8.0,7.8,134.3,1,Bhuttan,+1
28.9,124.2,10.3,9.7,7.0,129.4,1,Bhuttan,+1
28.4,153.3,8.4,8.6,6.7,160.0,1,Bhuttan,+1
49.4,143.4,11.0,9.1,6.8,147.8,0,Assam,-1
57.4,185.5,13.0,7.7,4.6,189.0,1,Assam,-1
33.1,153.8,12.5,9.0,7.3,159.3,1,Bhuttan,+1
44.8,112.0,8.0,11.9,5.6,117.0,1,Bhuttan,+1
43.9,132.5,10.2,12.6,7.5,138.6,1,Bhuttan,+1
43.5,197.1,5.6,8.9,5.6,200.5,1,Assam,-1
46.2,143.7,15.5,10.9,8.6,149.7,1,Bhuttan,+1
40.8,142.3,7.1,10.8,6.8,148.7,1,Bhuttan,+1
35.7,116.1,10.0,7.6,6.1,116.7,0,Assam,-1
52.0,160.4,10.9,8.2,4.1,162.0,1,Assam,-1
45.8,157.2,10.8,12.2,6.5,163.3,1,Bhuttan,+1
42.3,126.3,7.3,11.0,6.1,133.1,1,Bhuttan,+1
55.6,171.4,10.3,8.2,8.5,176.9,1,Bhuttan,+1
80.5,156.6,12.1,9.8,4.2,159.2,0,Assam,-1
45.7,165.9,14.0,8.1,5.7,169.0,0,Assam,-1
45.7,118.4,13.8,9.6,4.7,119.2,1,Assam,-1
65.1,198.8,16.4,5.5,4.2,201.6,1,Assam,-1
35.3,138.4,8.2,11.1,7.4,143.8,1,Bhuttan,+1
54.6,140.7,10.9,8.4,5.2,142.8,1,Assam,-1
59.3,190.9,10.7,8.7,6.2,193.7,1,Assam,-1
37.3,120.9,12.5,10.1,7.2,127.6,1,Bhuttan,+1
56.3,167.9,8.8,6.3,4.2,169.1,0,Assam,-1
13.2,151.7,16.4,7.4,5.7,155.3,1,Assam,-1
36.7,110.6,9.9,10.8,6.4,117.3,1,Bhuttan,+1
64.1,127.6,5.8,9.5,4.7,129.9,0,Assam,-1
53.8,157.8,14.9,7.2,4.1,160.4,1,Assam,-1
61.9,107.5,14.7,10.5,5.0,110.6,1,Assam,-1
57.6,148.2,10.6,9.8,6.7,154.7,1,Bhuttan,+1
25.7,103.9,13.9,8.2,5.5,105.5,0,Assam,-1
36.9,164.8,9.1,7.8,6.3,170.6,1,Bhuttan,+1
64.4,98.3,14.4,7.0,5.6,98.8,0,Assam,-1
38.5,152.7,9.7,6.3,6.7,155.5,1,Assam,-1
27.5,143.6,9.2,10.1,7.9,148.5,1,Bhuttan,+1
51.3,130.9,7.9,11.6,7.5,136.1,1,Bhuttan,+1
35.2,172.0,7.3,7.1,5.1,174.5,1,Assam,-1
40.5,157.5,11.5,14.1,7.2,163.3,0,Bhuttan,+1
24.7,121.2,12.2,11.7,7.4,126.3,1,Bhuttan,+1
47.2,130.9,16.1,7.0,4.5,134.0,1,Assam,-1
47.5,136.2,11.1,9.4,4.8,140.2,1,Assam,-1
76.2,103.3,10.3,9.3,6.9,104.3,1,Assam,-1
50.6,150.4,14.6,6.0,7.3,157.7,0,Bhuttan,+1
29.1,132.7,8.8,9.7,7.2,139.4,1,Bhuttan,+1
19.4,144.3,7.7,7.6,3.5,147.4,1,Assam,-1
47.7,164.6,9.9,5.6,7.2,168.7,0,Assam,-1
73.7,172.6,13.2,10.0,4.7,174.8,0,Assam,-1
54.2,137.3,16.2,7.3,3.8,140.2,0,Assam,-1
48.3,130.7,8.0,7.9,4.8,132.5,1,Assam,-1
46.8,139.0,11.0,11.2,7.0,143.9,1,Bhuttan,+1
25.8,154.1,15.0,12.1,6.1,159.7,1,Bhuttan,+1
46.6,146.6,18.8,6.9,4.8,148.2,1,Assam,-1
30.0,128.4,7.0,14.1,6.9,133.4,1,Bhuttan,+1
31.9,141.6,10.9,7.2,8.3,144.8,1,Bhuttan,+1
21.7,138.5,2.6,10.1,5.9,145.9,0,Bhuttan,+1
48.5,145.3,15.5,8.4,4.7,147.5,1,Assam,-1
46.3,202.4,8.9,7.5,4.6,205.0,0,Assam,-1
46.4,138.8,15.5,7.4,5.1,141.2,0,Assam,-1
34.4,109.8,7.3,7.5,6.7,115.3,1,Bhuttan,+1
47.9,148.5,12.0,7.9,5.6,150.2,1,Assam,-1
49.5,133.5,10.5,9.2,6.9,139.7,1,Bhuttan,+1
27.6,123.9,9.8,7.2,6.7,129.7,1,Bhuttan,+1
40.4,133.7,12.0,9.5,8.1,137.7,1,Bhuttan,+1
36.3,142.3,11.2,9.4,7.0,147.2,1,Bhuttan,+1
40.7,146.5,10.9,5.4,3.5,147.5,1,Assam,-1
65.1,141.0,8.2,8.5,8.0,148.2,1,Bhuttan,+1
45.7,115.8,11.9,8.0,6.1,117.4,1,Assam,-1
67.6,129.5,6.4,7.8,9.7,138.2,1,Bhuttan,+1
34.8,139.0,2.7,10.8,9.1,144.8,1,Bhuttan,+1
46.3,96.7,12.2,9.2,4.7,98.3,1,Assam,-1
62.0,104.3,11.9,8.3,3.6,104.9,0,Assam,-1
48.2,164.5,5.2,12.2,5.3,171.4,1,Bhuttan,+1
55.7,142.0,12.0,7.6,5.7,143.6,0,Assam,-1
30.7,136.5,8.1,8.1,6.7,142.8,1,Bhuttan,+1
46.2,109.1,14.7,7.9,4.7,112.6,1,Assam,-1
45.6,137.8,10.6,10.1,6.1,145.3,1,Bhuttan,+1
33.5,197.5,15.2,5.8,4.6,200.9,1,Assam,-1
40.3,156.0,14.5,11.1,6.4,159.2,1,Assam,-1
34.9,142.1,8.5,12.1,5.9,147.3,1,Bhuttan,+1
33.1,149.9,7.6,8.6,4.6,154.7,1,Bhuttan,+1
51.3,133.5,9.7,10.5,7.3,138.5,1,Bhuttan,+1
41.9,149.2,9.8,10.0,8.1,155.4,0,Bhuttan,+1
44.9,166.8,9.4,8.0,5.4,170.0,1,Assam,-1
49.9,146.4,15.1,7.9,5.0,148.5,0,Assam,-1
28.2,189.2,9.0,6.6,3.7,192.5,0,Assam,-1
58.9,162.0,7.4,15.3,9.1,167.3,1,Bhuttan,+1
44.4,167.1,9.9,8.3,5.7,173.4,1,Bhuttan,+1
21.9,121.6,8.4,9.9,5.9,125.3,1,Bhuttan,+1
61.0,109.5,14.1,8.9,4.4,111.8,1,Assam,-1
51.9,118.8,12.2,7.1,4.9,121.6,0,Assam,-1
32.1,151.0,18.5,7.4,6.3,154.3,0,Assam,-1
61.7,154.1,8.4,7.3,5.0,157.3,0,Assam,-1
31.2,140.9,7.8,13.1,6.9,147.4,0,Bhuttan,+1
40.9,147.0,6.9,8.4,5.3,153.8,1,Bhuttan,+1
52.1,123.1,12.9,7.8,6.4,125.7,1,Assam,-1
46.4,145.9,16.3,7.3,6.5,152.2,1,Bhuttan,+1
32.8,126.8,8.2,10.8,5.2,132.6,1,Bhuttan,+1
